Overall Qual,Gr Liv Area,1st Flr SF,Total Bsmt SF,2nd Flr SF,BsmtFin SF 1,Full Bath,Lot Area,Garage Cars,Garage Area,Year Built,Year Remod/Add,Kitchen Qual,Lot Frontage,Bsmt Unf SF,Mas Vnr Area,Neighborhood,Garage Yr Blt,Screen Porch,Wood Deck SF,SalePrice
5,1675,1675,1422.0,0,766.0,2,15263,1.0,365.0,1959,1959,4,100.0,656.0,90.0,4,1959.0,0,0,173000
5,1224,725,689.0,499,0.0,1,10632,1.0,180.0,1917,1950,3,72.0,689.0,0.0,4,1917.0,0,0,107500
5,1392,1212,1212.0,180,1026.0,1,9900,0.0,0.0,1915,1950,4,60.0,186.0,0.0,21,1979.0,0,0,100000
6,919,600,600.0,319,368.0,1,6001,1.0,231.0,1940,1950,4,65.0,232.0,0.0,21,1940.0,0,0,95000
4,1884,942,707.0,942,73.0,1,6449,0.0,0.0,1907,1950,4,68.0,634.0,0.0,21,1979.0,0,0,93369
5,1680,936,856.0,744,736.0,2,6048,2.0,450.0,1910,1950,4,60.0,120.0,0.0,21,1910.0,0,56,114900
5,1020,780,780.0,240,0.0,1,6342,0.0,0.0,1875,1996,4,54.0,780.0,0.0,22,1979.0,0,0,94000
4,1832,1832,1832.0,0,704.0,2,10773,0.0,0.0,1967,1967,4,72.0,1128.0,72.0,22,1979.0,0,0,136000
4,1768,1768,1768.0,0,0.0,2,10778,0.0,0.0,1968,1968,4,72.0,1768.0,0.0,22,1979.0,0,0,136500
5,1039,1039,1039.0,0,841.0,1,11625,2.0,504.0,1965,1965,4,75.0,198.0,0.0,22,1965.0,0,0,131500
5,1392,1392,1392.0,0,1302.0,1,11341,2.0,528.0,1957,1996,4,68.0,90.0,180.0,22,1957.0,95,0,121500
5,912,912,912.0,0,842.0,1,8521,1.0,336.0,1967,1967,4,70.0,70.0,0.0,22,1974.0,0,0,125000
5,1060,1060,1060.0,0,188.0,1,8246,1.0,270.0,1968,2001,2,68.0,204.0,0.0,22,1968.0,0,406,154000
5,892,892,864.0,0,240.0,1,7800,1.0,416.0,1966,2008,2,65.0,150.0,47.0,22,1966.0,0,0,137900
6,1352,663,663.0,689,371.0,1,9364,1.0,299.0,1969,1969,4,80.0,292.0,143.0,22,1969.0,0,379,158000
5,864,864,864.0,0,775.0,1,7832,1.0,280.0,1968,1968,4,65.0,89.0,0.0,22,1969.0,0,226,137250
5,1373,1373,1319.0,0,1319.0,1,7424,2.0,591.0,1978,1978,4,68.0,0.0,0.0,22,1978.0,0,0,160250
5,1440,720,720.0,720,267.0,1,11227,2.0,480.0,1968,1968,4,86.0,0.0,0.0,22,1968.0,0,192,163000
6,1386,672,672.0,714,438.0,2,11616,2.0,440.0,1978,1978,4,68.0,234.0,328.0,22,1978.0,0,335,158900
7,2260,1306,1306.0,954,1201.0,2,14000,2.0,533.0,1996,1997,2,80.0,105.0,0.0,4,1996.0,0,296,328000
7,1483,1483,1420.0,0,1092.0,1,20062,2.0,690.0,1977,2001,4,68.0,328.0,0.0,4,1977.0,0,496,270000
4,756,756,660.0,0,0.0,1,9259,2.0,440.0,1927,1950,4,94.0,660.0,0.0,22,1945.0,0,80,85000
4,1067,1067,1067.0,0,442.0,2,9600,2.0,436.0,1950,1995,2,60.0,625.0,0.0,22,1996.0,0,290,128000
7,1524,1332,1332.0,192,1258.0,0,23595,2.0,586.0,1979,1979,2,68.0,74.0,0.0,4,1979.0,0,268,260000
6,1981,1117,1117.0,864,964.0,2,17082,2.0,522.0,1978,1992,2,68.0,153.0,288.0,4,1978.0,0,336,230000
3,1610,1052,972.0,558,288.0,2,18600,1.0,480.0,1938,1990,1,124.0,0.0,0.0,7,1938.0,0,0,124000
5,835,835,458.0,0,108.0,1,10625,1.0,366.0,1920,1950,4,85.0,350.0,0.0,7,1920.0,0,0,83000
6,1074,1074,663.0,0,104.0,1,11479,1.0,467.0,1950,1987,2,65.0,172.0,0.0,7,1987.0,0,0,144500
5,1144,1144,1144.0,0,739.0,1,9571,1.0,596.0,1956,1956,4,68.0,405.0,0.0,7,1956.0,0,44,129000
4,1531,1169,756.0,0,192.0,1,9350,1.0,209.0,1947,1979,4,50.0,564.0,0.0,7,1947.0,0,0,127000
5,1172,1172,1172.0,0,954.0,1,9525,1.0,366.0,1954,1998,4,75.0,218.0,0.0,7,1954.0,0,240,128000
6,1212,1212,1212.0,0,36.0,2,10420,2.0,460.0,2009,2009,2,83.0,1176.0,0.0,7,2009.0,0,100,186000
7,1508,1508,1508.0,0,1346.0,1,17485,2.0,572.0,2009,2010,2,44.0,162.0,96.0,7,2009.0,0,0,308030
5,1298,1298,1250.0,0,0.0,2,11200,2.0,504.0,1964,1964,4,68.0,1250.0,0.0,7,1964.0,0,0,114000
4,930,930,0.0,0,0.0,1,11100,1.0,308.0,1946,2006,2,60.0,0.0,0.0,7,1946.0,0,0,84900
6,1732,977,741.0,755,0.0,2,9206,2.0,476.0,1985,1985,2,77.0,741.0,336.0,23,1985.0,0,192,178000
7,1433,1433,1433.0,0,1433.0,1,11980,2.0,528.0,1987,1987,2,83.0,0.0,177.0,23,1987.0,266,0,270000
6,1802,964,946.0,838,860.0,2,12361,4.0,1017.0,1993,1993,2,87.0,86.0,85.0,23,2000.0,0,450,218000
7,1949,1062,1050.0,887,750.0,2,9938,2.0,574.0,1993,1994,2,80.0,300.0,246.0,23,1993.0,0,156,236000
6,996,996,936.0,0,747.0,1,9069,2.0,564.0,1992,1992,2,73.0,189.0,0.0,23,1992.0,0,120,147000
8,1694,1694,1694.0,0,0.0,2,10475,3.0,776.0,2008,2008,2,64.0,1694.0,72.0,5,2008.0,0,160,245350
7,1208,1208,1187.0,0,686.0,2,6762,2.0,632.0,2006,2006,2,64.0,501.0,24.0,5,2006.0,0,105,206000
7,1226,1226,1226.0,0,0.0,2,10402,3.0,740.0,2009,2009,2,94.0,1226.0,0.0,5,2009.0,0,0,198900
7,1222,1222,1222.0,0,24.0,2,7360,2.0,615.0,2010,2010,2,64.0,1198.0,80.0,5,2009.0,0,0,187000
7,3222,1699,1673.0,1523,1470.0,3,12376,3.0,594.0,1990,1990,2,90.0,203.0,0.0,23,1990.0,0,367,320000
6,1445,831,676.0,614,0.0,2,14235,2.0,484.0,1900,1993,4,82.0,676.0,0.0,23,1957.0,0,0,138500
6,1052,1052,1010.0,0,504.0,1,8816,2.0,440.0,1971,1971,4,80.0,506.0,80.0,4,1971.0,0,0,155000
5,965,965,870.0,0,870.0,1,11105,2.0,580.0,1996,1996,4,82.0,0.0,0.0,5,1998.0,0,71,159000
7,1692,892,878.0,800,353.0,2,9337,2.0,513.0,1997,1998,4,68.0,525.0,0.0,5,1997.0,0,0,191000
6,1682,804,804.0,878,505.0,2,8750,2.0,523.0,1998,1998,2,70.0,299.0,116.0,5,1998.0,0,0,200500
5,1026,1026,1026.0,0,198.0,1,15240,1.0,308.0,1977,2004,4,38.0,140.0,0.0,5,1977.0,0,316,150000
6,1392,689,689.0,703,378.0,1,10900,1.0,299.0,1977,1977,4,68.0,311.0,153.0,5,1977.0,0,0,161750
5,894,894,894.0,0,182.0,1,10650,1.0,308.0,1976,1976,4,75.0,0.0,0.0,5,1976.0,0,365,128200
5,876,876,876.0,0,480.0,1,7480,2.0,484.0,1972,1972,4,68.0,396.0,0.0,5,1977.0,0,0,127000
8,1978,1978,1978.0,0,1682.0,2,10389,3.0,850.0,2003,2003,2,80.0,296.0,320.0,5,2003.0,0,188,318000
8,1601,1601,1581.0,0,1358.0,2,11423,2.0,670.0,2001,2002,2,68.0,223.0,479.0,5,2001.0,0,180,272000
7,1829,941,941.0,888,483.0,2,9548,2.0,613.0,2003,2003,2,44.0,458.0,223.0,5,2003.0,0,192,237000
7,2098,1044,1040.0,1054,0.0,2,9375,2.0,621.0,1997,1997,2,75.0,1040.0,0.0,5,1997.0,0,331,240000
7,1661,1661,1649.0,0,0.0,2,12137,2.0,598.0,1998,1998,2,48.0,1649.0,442.0,5,1998.0,0,0,224900
6,848,848,848.0,0,672.0,1,4435,2.0,420.0,2003,2003,2,68.0,176.0,170.0,5,2003.0,0,140,143750
6,848,848,848.0,0,662.0,1,4426,2.0,420.0,2004,2004,2,68.0,186.0,169.0,5,2004.0,0,160,143000
8,1668,1668,1657.0,0,370.0,2,10635,2.0,502.0,2003,2003,2,48.0,315.0,171.0,5,2003.0,0,0,232000
7,1484,1484,1473.0,0,712.0,2,8400,2.0,606.0,2004,2005,2,70.0,761.0,109.0,5,2004.0,0,0,213000
7,1414,1414,1414.0,0,24.0,2,8773,2.0,494.0,2004,2004,2,65.0,1390.0,98.0,5,2004.0,0,132,185500
3,640,640,0.0,0,0.0,1,8777,1.0,240.0,1945,2007,4,67.0,0.0,0.0,7,1945.0,0,0,84900
5,992,992,381.0,0,0.0,1,8842,1.0,319.0,1954,1954,4,68.0,381.0,0.0,7,1954.0,0,60,155891
5,1664,1664,0.0,0,0.0,2,9825,0.0,0.0,1965,1965,4,75.0,0.0,0.0,7,1979.0,0,0,100000
5,1196,1196,1196.0,0,1070.0,1,10044,1.0,336.0,1968,1968,4,60.0,126.0,0.0,7,1968.0,0,257,144000
4,1120,792,744.0,328,0.0,1,11792,2.0,480.0,1948,1950,1,89.0,744.0,0.0,7,1956.0,160,0,64000
6,1096,1096,1008.0,0,528.0,1,6305,1.0,352.0,1975,1975,4,65.0,480.0,0.0,7,1975.0,0,0,125200
6,1117,1117,1029.0,0,422.0,1,7819,2.0,672.0,1976,1976,4,94.0,480.0,0.0,7,1976.0,0,144,107000
4,960,960,960.0,0,0.0,1,6410,0.0,0.0,1958,1958,4,64.0,960.0,0.0,7,1979.0,0,0,90000
4,1121,1121,1121.0,0,0.0,2,8546,2.0,440.0,2003,2004,4,80.0,1121.0,0.0,7,2003.0,0,132,140000
6,1487,798,735.0,689,94.0,1,8741,1.0,220.0,1945,1950,4,52.0,641.0,0.0,7,1949.0,0,0,113000
4,924,672,672.0,252,348.0,1,12180,1.0,280.0,1941,1950,1,60.0,324.0,0.0,7,1941.0,0,0,80000
5,1526,1526,1216.0,0,383.0,1,8562,1.0,364.0,1957,2002,4,68.0,833.0,145.0,7,1957.0,0,116,144500
5,1296,1296,1107.0,0,133.0,2,4853,1.0,260.0,1924,1999,1,67.0,974.0,203.0,21,1979.0,0,0,104000
6,1647,841,806.0,806,0.0,1,6858,1.0,216.0,1915,1950,1,66.0,806.0,0.0,21,1920.0,0,0,128000
3,864,864,864.0,0,203.0,1,8212,1.0,200.0,1914,1950,4,45.0,661.0,0.0,7,1938.0,0,0,58500
5,1691,1026,1026.0,665,218.0,2,5000,1.0,308.0,1924,1950,2,50.0,808.0,0.0,21,1924.0,0,0,127000
6,856,856,856.0,0,238.0,1,7890,2.0,399.0,1939,1950,4,68.0,618.0,0.0,21,1939.0,166,0,126000
4,2650,862,0.0,1788,0.0,3,7200,0.0,0.0,1967,1967,4,60.0,0.0,0.0,21,1979.0,0,0,160000
5,1666,894,894.0,772,0.0,1,9839,0.0,0.0,1931,1950,4,51.0,894.0,0.0,21,1979.0,0,0,100000
6,2447,1699,804.0,748,0.0,2,9638,1.0,336.0,1919,1990,2,50.0,804.0,0.0,21,1969.0,116,272,169000
7,2133,1225,1528.0,908,426.0,1,10452,1.0,312.0,1941,1985,4,78.0,850.0,371.0,6,1941.0,0,0,257500
5,2177,1102,1032.0,1075,375.0,2,15600,2.0,484.0,1950,1991,4,78.0,657.0,430.0,6,1950.0,0,0,215000
7,2340,1188,1152.0,1152,275.0,2,9042,1.0,252.0,1941,2006,2,66.0,877.0,0.0,6,1941.0,0,0,266500
7,1902,1902,1902.0,0,1406.0,2,17500,2.0,567.0,1959,2002,0,100.0,496.0,0.0,6,1959.0,0,0,335000
7,1652,896,423.0,756,343.0,2,19645,2.0,473.0,1994,2007,2,85.0,80.0,44.0,6,1994.0,0,0,203135
8,1034,1034,982.0,0,747.0,1,3907,2.0,598.0,1989,1989,2,35.0,235.0,0.0,1,1989.0,0,141,185000
8,1191,1191,1191.0,0,76.0,2,3907,2.0,531.0,1989,1989,2,35.0,1115.0,0.0,1,1989.0,0,112,162500
7,1801,1801,1501.0,0,1247.0,2,15602,2.0,484.0,1959,1997,4,100.0,254.0,0.0,6,1959.0,161,0,289000
4,1154,796,796.0,358,735.0,1,5436,1.0,240.0,1922,2007,2,40.0,61.0,0.0,11,1922.0,0,0,125500
2,540,540,480.0,0,480.0,1,8154,1.0,200.0,1941,1950,4,58.0,0.0,0.0,11,1951.0,0,0,82000
6,1107,727,629.0,380,308.0,1,9140,1.0,625.0,1921,1975,4,50.0,321.0,0.0,11,1950.0,200,0,110000
4,1128,698,698.0,430,0.0,1,7500,2.0,528.0,1920,1950,4,60.0,698.0,0.0,11,1980.0,0,30,68400
4,1178,859,859.0,319,0.0,1,8712,1.0,384.0,1900,1950,4,66.0,859.0,0.0,11,1964.0,0,68,102776
5,1044,1044,540.0,0,0.0,1,8712,2.0,504.0,1952,1952,1,66.0,540.0,0.0,11,1952.0,0,0,55993
4,952,952,756.0,0,0.0,1,8712,1.0,330.0,1896,1950,4,66.0,756.0,0.0,11,1896.0,0,0,50138
8,1646,1646,1594.0,0,1373.0,2,3811,2.0,525.0,2004,2005,2,44.0,221.0,186.0,6,2004.0,155,128,246000
8,1916,1036,1049.0,880,615.0,2,11050,3.0,741.0,1998,1999,2,85.0,434.0,0.0,14,1998.0,0,0,254900
6,1285,1285,1243.0,0,679.0,2,9620,2.0,473.0,1977,1977,2,74.0,564.0,0.0,14,1977.0,0,375,190000
7,1560,1560,1560.0,0,0.0,2,9196,2.0,573.0,2003,2003,2,129.0,1560.0,0.0,14,2003.0,0,100,201000
6,1034,1034,1012.0,0,539.0,1,12328,3.0,888.0,1976,1976,4,68.0,473.0,335.0,14,1976.0,0,0,169900
6,2048,2048,1958.0,0,0.0,3,12760,2.0,776.0,1976,1976,4,68.0,1958.0,0.0,14,1976.0,0,0,170000
5,1687,1687,747.0,0,353.0,1,57200,2.0,572.0,1948,1950,4,68.0,60.0,0.0,26,1966.0,0,0,160000
7,1346,1346,1336.0,0,78.0,2,11896,3.0,660.0,2008,2008,2,88.0,1258.0,60.0,26,2008.0,0,100,220000
7,1214,1214,1214.0,0,0.0,2,9803,2.0,520.0,2009,2010,2,73.0,1214.0,0.0,26,2010.0,0,0,179781
5,1444,744,384.0,700,0.0,2,9802,2.0,400.0,2006,2007,4,73.0,384.0,0.0,26,2007.0,0,100,174000
8,1968,774,774.0,1194,0.0,2,12003,3.0,680.0,2009,2010,0,92.0,774.0,84.0,26,2009.0,0,0,269500
7,1894,824,817.0,1070,624.0,2,11316,2.0,510.0,2002,2003,2,80.0,193.0,44.0,26,2002.0,0,0,214900
8,1908,993,967.0,915,0.0,2,14191,2.0,431.0,2002,2002,2,85.0,967.0,0.0,26,2002.0,0,135,202900
9,2018,2018,2002.0,0,0.0,2,13214,3.0,746.0,2008,2009,0,89.0,2002.0,0.0,26,2009.0,0,144,378500
5,1264,1264,1068.0,0,42.0,1,15300,2.0,528.0,1965,1977,4,85.0,1026.0,0.0,14,1965.0,0,0,169000
5,1430,1430,1430.0,0,0.0,2,10114,2.0,624.0,2004,2005,2,93.0,1430.0,0.0,14,2004.0,0,0,173500
6,1824,912,912.0,912,0.0,2,9400,0.0,0.0,1971,1971,4,94.0,912.0,0.0,14,1979.0,0,128,139000
5,1344,1344,1344.0,0,0.0,2,11875,2.0,686.0,1999,1999,4,68.0,1344.0,0.0,14,2001.0,0,328,166500
4,1092,546,546.0,546,334.0,1,1974,1.0,286.0,1973,1973,4,68.0,212.0,0.0,13,1973.0,0,120,83500
5,945,945,945.0,0,915.0,1,2394,1.0,253.0,1973,1973,4,31.0,30.0,0.0,13,1973.0,108,174,119500
5,1112,536,536.0,576,129.0,1,2592,1.0,336.0,1976,1976,4,36.0,175.0,0.0,13,1976.0,0,182,85000
4,1092,546,546.0,546,176.0,1,1476,0.0,0.0,1970,1970,4,21.0,370.0,0.0,13,1979.0,0,200,76000
4,630,630,630.0,0,150.0,1,1491,0.0,0.0,1972,1972,4,21.0,0.0,0.0,13,1979.0,0,96,75500
4,1092,546,546.0,546,0.0,1,1900,0.0,0.0,1970,1970,4,21.0,546.0,0.0,13,1979.0,0,0,88250
4,1092,546,546.0,546,294.0,1,1890,1.0,286.0,1972,1972,4,21.0,252.0,0.0,13,1972.0,0,0,85500
5,874,874,864.0,0,469.0,1,6953,1.0,352.0,1971,2004,4,50.0,395.0,0.0,14,1971.0,0,0,130000
5,1188,1188,1188.0,0,593.0,1,26142,1.0,312.0,1962,1962,4,68.0,595.0,189.0,14,1962.0,0,261,157900
5,833,833,833.0,0,207.0,1,12887,2.0,495.0,1984,1984,2,76.0,36.0,0.0,14,1984.0,0,431,149900
5,2432,1216,1216.0,1216,0.0,4,7700,2.0,616.0,1985,1986,4,70.0,1216.0,0.0,14,1985.0,0,200,159000
5,1274,624,624.0,650,458.0,1,10475,2.0,576.0,1991,1991,4,63.0,166.0,0.0,14,1993.0,0,22,136000
5,1479,864,864.0,615,476.0,2,10544,1.0,275.0,1969,1969,4,68.0,388.0,0.0,14,1969.0,0,287,161000
8,1803,1803,1679.0,0,1341.0,2,9892,2.0,482.0,1994,1995,2,76.0,54.0,0.0,14,1994.0,0,129,285000
6,1797,1152,1152.0,645,944.0,2,12961,2.0,616.0,1993,1994,2,74.0,208.0,0.0,14,1993.0,0,162,231000
6,882,882,882.0,0,564.0,1,13008,1.0,502.0,1956,1956,4,74.0,318.0,0.0,15,1956.0,0,0,124500
6,1434,1434,1434.0,0,844.0,2,10200,2.0,528.0,1974,1974,4,85.0,590.0,440.0,15,1974.0,0,80,157000
8,2704,2000,1952.0,704,1410.0,2,13860,2.0,538.0,1972,1995,0,75.0,542.0,0.0,15,1972.0,0,269,345000
6,1608,945,945.0,663,847.0,2,10179,2.0,470.0,1997,1997,4,88.0,98.0,0.0,8,1997.0,0,252,189500
8,2283,1008,1008.0,1275,850.0,2,11792,3.0,632.0,2003,2003,2,68.0,158.0,188.0,8,2003.0,0,120,270000
7,1628,958,384.0,670,284.0,2,8400,2.0,390.0,1996,1997,4,60.0,100.0,32.0,8,1996.0,0,48,189000
9,1746,1746,1746.0,0,1320.0,2,14892,3.0,758.0,2006,2007,0,42.0,426.0,160.0,8,2006.0,0,201,377500
7,1474,804,384.0,670,0.0,2,8530,2.0,400.0,1995,1996,4,68.0,384.0,22.0,8,1995.0,0,120,168500
8,2522,2522,2208.0,0,1965.0,2,7296,2.0,564.0,2004,2005,2,28.0,243.0,0.0,25,2004.0,0,182,375000
8,1659,1659,1501.0,0,1158.0,2,5664,2.0,499.0,2000,2000,0,40.0,343.0,0.0,25,2000.0,0,212,278000
8,1478,1478,1418.0,0,341.0,2,7380,2.0,495.0,1998,1998,4,61.0,1077.0,0.0,25,1998.0,0,168,240000
8,1734,1734,1587.0,0,741.0,2,8013,2.0,528.0,1995,1996,2,57.0,846.0,0.0,25,1995.0,0,52,239500
7,1382,751,384.0,631,189.0,2,8923,2.0,396.0,1998,1998,4,57.0,195.0,0.0,8,1998.0,0,256,177500
7,1718,885,832.0,833,0.0,2,10141,2.0,427.0,1998,1998,4,74.0,832.0,40.0,8,1998.0,291,0,185000
6,1636,952,952.0,684,476.0,2,7500,2.0,440.0,1998,1999,4,60.0,476.0,0.0,8,1998.0,0,0,191000
6,1571,799,799.0,772,0.0,2,7837,2.0,380.0,1993,1994,4,59.0,799.0,0.0,8,1993.0,0,0,178000
6,1470,680,680.0,790,310.0,2,9765,2.0,420.0,1993,1993,4,68.0,370.0,68.0,8,1993.0,0,232,185000
6,1516,707,707.0,809,600.0,2,8803,2.0,409.0,1994,1995,2,68.0,107.0,0.0,8,1994.0,0,0,181316
6,1190,1190,1181.0,0,0.0,2,7250,2.0,430.0,1993,1993,2,58.0,1181.0,45.0,8,1993.0,0,0,166000
6,1593,808,808.0,785,0.0,2,9636,2.0,389.0,1992,1993,4,68.0,808.0,0.0,8,1993.0,0,342,178000
6,1481,702,702.0,779,0.0,2,8125,2.0,343.0,1994,1995,4,65.0,702.0,0.0,8,1994.0,0,0,174000
6,1167,1167,1158.0,0,560.0,2,9248,2.0,400.0,1992,1992,2,68.0,598.0,106.0,8,1992.0,0,120,173000
7,1983,1005,978.0,978,694.0,2,10762,2.0,490.0,1999,1999,2,68.0,284.0,344.0,8,1999.0,0,0,225000
7,1442,1442,1424.0,0,0.0,2,11851,2.0,500.0,1990,1990,4,99.0,1424.0,0.0,8,1990.0,0,0,180500
8,1360,1360,1220.0,0,1036.0,1,5814,2.0,565.0,1984,1984,2,68.0,184.0,0.0,25,1984.0,0,63,187500
9,2234,2234,2216.0,0,1904.0,2,17423,3.0,1166.0,2008,2009,0,63.0,312.0,748.0,25,2009.0,0,0,501837
8,2046,2046,2046.0,0,0.0,2,11844,3.0,834.0,2008,2008,2,80.0,2046.0,464.0,25,2008.0,0,322,372500
7,1530,1530,1530.0,0,1274.0,2,16158,2.0,430.0,2005,2005,2,124.0,256.0,16.0,25,2005.0,0,168,260000
5,1934,946,1122.0,988,400.0,2,11900,2.0,567.0,1977,1977,4,85.0,722.0,157.0,8,1977.0,200,0,185000
7,2353,1153,845.0,1200,692.0,2,13005,2.0,484.0,1980,1980,0,94.0,153.0,278.0,17,1983.0,0,288,260000
6,1586,1586,1362.0,0,0.0,2,17043,2.0,435.0,1979,1998,4,48.0,1362.0,0.0,17,1979.0,0,192,181000
7,1411,1411,1386.0,0,822.0,2,11900,2.0,544.0,1977,1977,4,85.0,564.0,209.0,17,1977.0,0,192,82500
6,1602,1602,1602.0,0,1246.0,2,16635,2.0,529.0,1977,2000,2,68.0,356.0,126.0,17,1977.0,0,240,215000
7,2050,1154,832.0,896,0.0,2,13250,2.0,529.0,1978,1978,2,68.0,832.0,256.0,17,1978.0,0,192,154000
6,1671,1671,1427.0,0,363.0,2,10928,2.0,484.0,1978,1986,4,80.0,1064.0,101.0,17,1978.0,0,252,200000
7,2673,1539,1043.0,1134,602.0,2,12388,2.0,441.0,1980,1991,2,68.0,441.0,229.0,17,1980.0,0,178,249000
7,1472,1472,1372.0,0,1036.0,2,14115,2.0,588.0,1980,1980,4,68.0,336.0,225.0,17,1980.0,0,233,187500
6,1707,1707,1140.0,0,832.0,2,11088,2.0,479.0,1978,1998,4,80.0,308.0,144.0,17,1978.0,0,0,184000
8,2524,2524,2524.0,0,1104.0,2,9600,2.0,542.0,1981,1981,2,80.0,1420.0,0.0,17,1981.0,0,474,278000
7,1601,1601,1271.0,0,704.0,2,11880,2.0,478.0,1978,1978,4,82.0,567.0,206.0,17,1978.0,0,0,157000
7,1370,1370,1090.0,0,0.0,2,10400,2.0,479.0,1976,1976,4,80.0,1090.0,189.0,17,1976.0,0,0,152000
5,1868,1088,780.0,780,381.0,2,10304,2.0,484.0,1976,1976,2,68.0,399.0,44.0,17,1976.0,0,448,197500
7,1884,1016,926.0,868,622.0,2,7000,2.0,581.0,2003,2003,0,70.0,304.0,0.0,24,2003.0,0,0,240900
8,1935,832,832.0,1103,544.0,2,8004,2.0,552.0,2009,2009,4,75.0,288.0,110.0,24,2009.0,0,0,263435
8,1874,1058,1058.0,816,0.0,2,7500,2.0,588.0,2000,2001,2,68.0,1058.0,0.0,24,2000.0,0,0,220000
8,1811,972,972.0,839,225.0,2,8470,2.0,565.0,2002,2002,2,68.0,471.0,0.0,24,2002.0,0,225,235000
5,1621,1621,1621.0,0,1333.0,2,9373,2.0,478.0,1975,1975,4,68.0,120.0,161.0,17,1975.0,490,0,213000
6,1116,1116,1116.0,0,888.0,2,10140,2.0,528.0,1974,1974,4,78.0,228.0,196.0,17,1974.0,0,0,167900
7,1193,1193,1176.0,0,636.0,2,11050,2.0,506.0,1975,1975,4,85.0,540.0,0.0,17,1975.0,0,40,158000
6,1350,1350,1064.0,0,0.0,2,10140,2.0,478.0,1974,1974,4,78.0,1064.0,174.0,17,1974.0,0,0,165000
6,2119,1378,689.0,741,0.0,2,10448,2.0,583.0,1972,1972,4,68.0,689.0,333.0,17,1972.0,0,0,158000
5,1792,896,896.0,896,0.0,2,9000,0.0,0.0,1974,1974,4,60.0,896.0,0.0,15,1979.0,0,32,136000
5,1002,1002,1002.0,0,828.0,1,8750,2.0,902.0,1970,1970,4,68.0,174.0,76.0,15,1973.0,0,0,148500
6,1026,1026,1026.0,0,439.0,1,7930,2.0,440.0,1969,2005,2,61.0,115.0,0.0,15,1969.0,0,171,156000
5,1180,1180,1180.0,0,0.0,1,7830,2.0,477.0,1970,1970,4,68.0,1180.0,0.0,15,1970.0,0,0,128000
5,1050,1050,1043.0,0,500.0,1,8510,1.0,336.0,1971,1971,4,68.0,543.0,178.0,15,1971.0,0,0,143000
4,864,864,864.0,0,726.0,1,7038,2.0,576.0,1970,1970,4,60.0,138.0,0.0,15,2001.0,0,210,76500
4,864,864,864.0,0,375.0,1,6960,2.0,660.0,1970,1970,2,60.0,250.0,0.0,15,1989.0,0,96,120500
4,864,864,864.0,0,191.0,1,8120,2.0,463.0,1970,1970,4,70.0,673.0,0.0,15,1994.0,0,0,124500
4,864,864,864.0,0,524.0,1,10500,2.0,576.0,1971,1971,4,70.0,160.0,0.0,15,1989.0,0,216,97000
4,864,864,864.0,0,240.0,1,9000,2.0,576.0,1971,2006,4,60.0,624.0,0.0,15,1986.0,0,200,130000
6,987,483,483.0,504,254.0,1,1680,1.0,264.0,1973,1973,4,21.0,229.0,504.0,2,1973.0,0,0,111000
5,1365,765,765.0,600,765.0,1,2368,2.0,440.0,1970,1970,4,24.0,0.0,312.0,2,1970.0,0,0,125000
5,1302,630,630.0,672,0.0,2,1680,1.0,280.0,1971,1971,4,21.0,630.0,142.0,2,1991.0,0,0,112000
6,987,483,483.0,504,110.0,1,1680,1.0,288.0,1972,1972,4,21.0,79.0,425.0,2,1972.0,0,0,97000
6,987,483,483.0,504,162.0,1,1680,1.0,264.0,1972,2007,2,21.0,321.0,510.0,2,1972.0,0,250,118000
5,1302,630,630.0,672,231.0,2,1680,1.0,264.0,1972,1972,4,21.0,399.0,268.0,2,1972.0,0,185,119500
6,958,958,958.0,0,958.0,2,4928,2.0,440.0,1976,1976,4,68.0,0.0,0.0,16,1976.0,0,0,143750
6,1548,804,804.0,744,306.0,2,2308,2.0,440.0,1976,1976,4,24.0,498.0,0.0,16,1976.0,0,108,146000
6,1456,855,855.0,601,566.0,2,2280,2.0,440.0,1976,1976,4,24.0,289.0,0.0,16,1976.0,0,87,148500
7,1055,1055,1057.0,0,435.0,2,2280,2.0,440.0,1975,1975,4,24.0,0.0,0.0,16,1975.0,0,0,123000
6,1322,855,855.0,467,257.0,2,2308,2.0,440.0,1974,1974,4,24.0,103.0,0.0,16,1974.0,0,260,147000
6,1456,855,855.0,601,389.0,2,2349,2.0,440.0,1977,1977,4,24.0,466.0,0.0,16,1977.0,0,0,137900
6,1548,804,804.0,744,320.0,2,2364,2.0,440.0,1978,1978,4,24.0,484.0,0.0,16,1978.0,0,108,147000
6,1441,855,855.0,586,311.0,2,2289,2.0,440.0,1978,1978,4,24.0,544.0,0.0,16,1978.0,0,28,148500
6,1456,855,855.0,601,279.0,2,2364,2.0,440.0,1978,1978,4,24.0,576.0,0.0,16,1978.0,0,147,138000
7,836,836,836.0,0,536.0,1,2104,1.0,345.0,1976,1976,4,24.0,300.0,0.0,16,1976.0,0,150,128500
5,892,892,892.0,0,432.0,1,7150,1.0,288.0,1967,1967,4,65.0,460.0,60.0,15,1967.0,0,0,100000
5,1120,1120,864.0,0,644.0,1,10710,2.0,656.0,1966,2004,4,68.0,220.0,165.0,15,1966.0,0,0,148800
10,1718,1718,1700.0,0,1172.0,2,12456,3.0,786.0,2006,2007,0,96.0,528.0,230.0,19,2008.0,0,216,337500
